Date,Open,High,Low,Close,Adj Close,Volume
2002-10-25,13.0,13.149999618530273,12.850000381469727,13.010000228881836,7.088313579559326,13965800
2002-10-28,13.010000228881836,13.050000190734863,12.960000038146973,13.010000228881836,7.088313579559326,5505900
2002-10-29,13.0,13.010000228881836,12.039999961853027,12.640000343322754,6.886723041534424,2235800
2002-10-30,12.609999656677246,12.619999885559082,12.130000114440918,12.5,6.810446262359619,905800
2002-10-31,12.5600004196167,13.020000457763672,12.5,12.609999656677246,6.870380401611328,298900
2002-11-01,12.59000015258789,12.699999809265137,12.569999694824219,12.609999656677246,6.870380401611328,268800
2002-11-04,12.65999984741211,12.949999809265137,12.649999618530273,12.90999984741211,7.033831596374512,1307600
2002-11-05,12.90999984741211,13.239999771118164,12.890000343322754,13.020000457763672,7.0937628746032715,2384700
2002-11-06,13.029999732971191,13.199999809265137,13.0,13.0,7.082864284515381,204300
2002-11-07,13.079999923706055,13.15999984741211,12.359999656677246,13.050000190734863,7.110105991363525,724200
2002-11-08,13.020000457763672,13.029999732971191,12.829999923706055,12.930000305175781,7.0447282791137695,106400
2002-11-11,13.0,13.0,12.649999618530273,12.710000038146973,6.924862861633301,110500
2002-11-12,12.729999542236328,12.739999771118164,11.859999656677246,11.960000038146973,6.516235828399658,540700
2002-11-13,12.050000190734863,12.09000015258789,10.760000228881836,11.100000381469727,6.0476765632629395,685600
2002-11-14,11.130000114440918,11.25,10.880000114440918,11.09000015258789,6.042229652404785,462800
2002-11-15,11.100000381469727,11.5600004196167,11.079999923706055,11.550000190734863,6.292853832244873,460700
2002-11-18,11.579999923706055,13.050000190734863,11.569999694824219,12.180000305175781,6.636099338531494,325400
2002-11-19,12.359999656677246,12.800000190734863,12.020000457763672,12.600000381469727,6.864932060241699,211400
2002-11-20,12.5600004196167,12.600000381469727,12.229999542236328,12.40999984741211,6.761412620544434,92700
2002-11-21,12.539999961853027,12.850000381469727,12.539999961853027,12.850000381469727,7.001138210296631,91300
